## created with command:
## bgzip -d -c gnomad.v2.1.1.lof_metrics.by_gene.txt.bgz | cut -f 1,2,21,24,29,30 > gnomad.v2.1.1.gene-constraints.tsv
## pLI (probability of being loss-of-function intolerant)
## pLI scores closer to one indicate more intolerance to protein-truncating variation. For a set of transcripts
## intolerant of protein-truncating variation, we suggest pLI ≥ 0.9.
##
## Observed / expected (oe)
## The constraint score shown in gnomAD is the ratio of the observed / expected (oe) number of loss-of-function variants
## in that gene. The expected counts are based on a mutational model that takes sequence context, coverage and methylation
## into account.
## Interpretation
## Observed/expected (oe) is a continuous measure of how tolerant a gene is to a certain class of variation
## (e.g. loss-of-function). When a gene has a low oe value, it is under stronger selection for that class of variation
## than a gene with a higher value. Because counts depend on gene size and sample size, the precision of the oe values
## varies a lot from one gene to the next. Therefore in addition to the oe value, we also display the 90% confidence
## interval (CI) for each of the oe values. When evaluating how constrained a gene is, it is essential to take the 90%
## CI into consideration.
## Although oe is a continuous value, we understand that it can be useful to use a threshold for certain applications. In
## particular, for the interpretation of Mendelian diseases cases, we suggest using the upper bound of the oe CI < 0.35
## as a threshold if needed. Again, ideally oe should be used as a continuous value rather than a cutoff and evaluating
## the oe 90% CI is a must.
#gene	transcript	pLI	oe_lof	oe_lof_lower	oe_lof_upper
SLC28A2	ENST00000347644	1.1277e-27	1.1682e+00	9.0100e-01	1.5310e+00
SERPINI2	ENST00000476257	6.9523e-15	1.0648e+00	7.5400e-01	1.5310e+00
TACSTD2	ENST00000371225	4.6571e-03	6.9055e-01	3.3800e-01	1.5310e+00
MPV17L2	ENST00000599612	6.4336e-07	9.0999e-01	5.6000e-01	1.5310e+00
TAS2R5	ENST00000247883	1.1523e-03	7.4575e-01	3.8800e-01	1.5310e+00
WWOX	ENST00000566780	1.2376e-15	1.0742e+00	7.6600e-01	1.5320e+00
TSPO	ENST00000329563	2.7398e-04	7.9103e-01	4.3100e-01	1.5320e+00
KIAA0040	ENST00000545251	2.0102e-01	3.5899e-01	1.2500e-01	1.5320e+00
TMUB2	ENST00000587989	1.4091e-05	8.5972e-01	5.0300e-01	1.5320e+00
KLK9	ENST00000376832	1.2997e-07	9.3221e-01	5.8500e-01	1.5320e+00
FAM127A	ENST00000257013	4.5663e-01	0.0000e+00	0.0000e+00	1.5320e+00
TNFRSF12A	ENST00000326577	1.7995e-02	6.1937e-01	2.8000e-01	1.5320e+00
HOXD11	ENST00000249504	1.1418e-03	7.4755e-01	3.8900e-01	1.5330e+00
UGT2A1	ENST00000503640	3.8806e-17	1.0915e+00	7.8900e-01	1.5330e+00
TSACC	ENST00000368255	1.7937e-02	6.2020e-01	2.8000e-01	1.5330e+00
RTP3	ENST00000296142	2.0085e-01	3.5930e-01	1.2500e-01	1.5330e+00
ZNF57	ENST00000306908	4.6320e-03	6.9176e-01	3.3900e-01	1.5330e+00
PRADC1	ENST00000258083	1.4051e-05	8.6010e-01	5.0300e-01	1.5330e+00
TUBB8	ENST00000309812	1.7934e-02	6.2024e-01	2.8000e-01	1.5330e+00
ALDH3A1	ENST00000457500	3.9013e-17	1.0913e+00	7.8900e-01	1.5330e+00
CBR1	ENST00000290349	6.2783e-05	8.2910e-01	4.7000e-01	1.5330e+00
BAD	ENST00000394532	4.6237e-03	6.9217e-01	3.3900e-01	1.5330e+00
C2orf54	ENST00000388934	2.5445e-08	9.5273e-01	6.0900e-01	1.5340e+00
C18orf32	ENST00000318240	2.0064e-01	3.5965e-01	1.2500e-01	1.5340e+00
AQP12A	ENST00000337801	1.7909e-02	6.2060e-01	2.8000e-01	1.5340e+00
COA3	ENST00000328434	6.4758e-02	5.1990e-01	2.1000e-01	1.5340e+00
QPCT	ENST00000338415	1.1987e-15	1.0760e+00	7.6800e-01	1.5340e+00
C9orf69	ENST00000418388	2.0070e-01	3.5955e-01	1.2500e-01	1.5340e+00
GPR150	ENST00000380007	1.3878e-05	8.6177e-01	5.0400e-01	1.5350e+00
MFSD9	ENST00000258436	9.3451e-10	9.8674e-01	6.5000e-01	1.5350e+00
PSMG3	ENST00000288607	2.0030e-01	3.6024e-01	1.2500e-01	1.5350e+00
HOXA6	ENST00000222728	2.9887e-06	8.8920e-01	5.3500e-01	1.5350e+00
AC092687.4	ENST00000418835	6.4624e-02	5.2052e-01	2.1000e-01	1.5350e+00
MT3	ENST00000200691	6.4484e-02	5.2117e-01	2.1100e-01	1.5360e+00
RCCD1	ENST00000394258	3.2679e-11	1.0147e+00	6.8600e-01	1.5360e+00
LTB4R2	ENST00000528054	1.3821e-05	8.6232e-01	5.0500e-01	1.5360e+00
NDUFA11	ENST00000418389	1.7814e-02	6.2197e-01	2.8100e-01	1.5360e+00
RP1-66C13.4	ENST00000582441	1.7837e-02	6.2163e-01	2.8100e-01	1.5360e+00
OR51D1	ENST00000357605	4.5855e-03	6.9404e-01	3.4000e-01	1.5360e+00
AC022532.1	ENST00000420338	6.4374e-02	5.2168e-01	2.1100e-01	1.5370e+00
C1orf100	ENST00000308105	1.2575e-07	9.3549e-01	5.8800e-01	1.5370e+00
TM4SF19	ENST00000273695	2.9569e-06	8.9049e-01	5.3500e-01	1.5370e+00
DCTN3	ENST00000259632	1.2577e-07	9.3548e-01	5.8800e-01	1.5370e+00
C5orf52	ENST00000409999	6.4408e-02	5.2153e-01	2.1100e-01	1.5370e+00
DTYMK	ENST00000305784	6.1537e-05	8.3215e-01	4.7200e-01	1.5380e+00
LGALS13	ENST00000221797	1.1274e-03	7.5006e-01	3.9000e-01	1.5380e+00
DHDH	ENST00000221403	9.1294e-10	9.8862e-01	6.5200e-01	1.5380e+00
LYRM4	ENST00000500576	1.9951e-01	3.6161e-01	1.2600e-01	1.5380e+00
B3GNT8	ENST00000321702	4.8063e-09	9.7252e-01	6.3200e-01	1.5380e+00
SEPW1	ENST00000601048	2.6801e-04	7.9483e-01	4.3300e-01	1.5380e+00
IL11RA	ENST00000555003	6.2882e-21	1.1292e+00	8.4000e-01	1.5380e+00
AGMAT	ENST00000375826	1.2369e-07	9.3713e-01	5.8900e-01	1.5390e+00
AGPAT2	ENST00000371696	1.2360e-07	9.3721e-01	5.8900e-01	1.5390e+00
KRTAP2-2	ENST00000398477	4.5465e-01	0.0000e+00	0.0000e+00	1.5390e+00
ZNF77	ENST00000314531	4.5580e-03	6.9539e-01	3.4000e-01	1.5390e+00
SMIM4	ENST00000477703	1.9943e-01	3.6176e-01	1.2600e-01	1.5390e+00
AP000349.1	ENST00000598975	4.5549e-03	6.9555e-01	3.4100e-01	1.5390e+00
SLFN13	ENST00000285013	1.9958e-16	1.0885e+00	7.8200e-01	1.5400e+00
CMC2	ENST00000219400	1.9910e-01	3.6233e-01	1.2600e-01	1.5400e+00
TREX2	ENST00000330912	4.5433e-01	0.0000e+00	0.0000e+00	1.5400e+00
CPNE3	ENST00000521271	1.7777e-25	1.1621e+00	8.8700e-01	1.5400e+00
FAM3B	ENST00000357985	2.4285e-08	9.5702e-01	6.1200e-01	1.5400e+00
NGB	ENST00000298352	4.5474e-03	6.9592e-01	3.4100e-01	1.5400e+00
CABP4	ENST00000325656	1.6786e-10	1.0048e+00	6.7100e-01	1.5410e+00
OR2K2	ENST00000302681	1.1135e-03	7.5252e-01	3.9100e-01	1.5410e+00
ZDHHC11	ENST00000283441	1.1047e-15	1.0808e+00	7.7100e-01	1.5410e+00
HEBP2	ENST00000607197	6.0829e-05	8.3392e-01	4.7300e-01	1.5410e+00
RNF32	ENST00000405335	1.1058e-15	1.0807e+00	7.7100e-01	1.5410e+00
DNAJC22	ENST00000549441	2.9031e-06	8.9270e-01	5.3700e-01	1.5410e+00
TMEM252	ENST00000377311	1.9897e-01	3.6255e-01	1.2600e-01	1.5410e+00
KRBOX1	ENST00000418176	1.7643e-02	6.2447e-01	2.8200e-01	1.5410e+00
SMLR1	ENST00000541421	1.9896e-01	3.6258e-01	1.2600e-01	1.5410e+00
OR51M1	ENST00000328611	4.5344e-03	6.9657e-01	3.4100e-01	1.5410e+00
LETM2	ENST00000523983	1.1029e-18	1.1117e+00	8.1400e-01	1.5410e+00
REG1A	ENST00000233735	1.3499e-05	8.6551e-01	5.0600e-01	1.5410e+00
COX17	ENST00000261070	1.9879e-01	3.6288e-01	1.2600e-01	1.5410e+00
CENPK	ENST00000396679	3.0771e-11	1.0190e+00	6.8900e-01	1.5420e+00
CERKL	ENST00000339098	9.8447e-25	1.1588e+00	8.8100e-01	1.5420e+00
OR4P4	ENST00000314612	1.7593e-02	6.2521e-01	2.8200e-01	1.5420e+00
C14orf23	ENST00000399387	1.9871e-01	3.6301e-01	1.2600e-01	1.5420e+00
FAM25A	ENST00000343959	1.9871e-01	3.6301e-01	1.2600e-01	1.5420e+00
CYP24A1	ENST00000216862	3.1964e-23	1.1490e+00	8.6600e-01	1.5420e+00
COX7A2	ENST00000370081	4.5177e-03	6.9741e-01	3.4100e-01	1.5420e+00
RPS6KB2	ENST00000312629	5.9588e-21	1.1318e+00	8.4200e-01	1.5420e+00
TARM1	ENST00000432826	1.2154e-07	9.3889e-01	5.9000e-01	1.5420e+00
PRAMEF10	ENST00000235347	1.1128e-03	7.5264e-01	3.9100e-01	1.5420e+00
ADRB1	ENST00000369295	2.8786e-06	8.9373e-01	5.3700e-01	1.5420e+00
CCDC134	ENST00000255784	6.0044e-07	9.1751e-01	5.6500e-01	1.5420e+00
GPR3	ENST00000374024	2.6263e-04	7.9835e-01	4.3500e-01	1.5430e+00
C1orf227	ENST00000332912	1.9829e-01	3.6375e-01	1.2600e-01	1.5430e+00
SULT1A1	ENST00000395609	3.0390e-11	1.0200e+00	6.8900e-01	1.5430e+00
SLC22A10	ENST00000332793	1.8871e-19	1.1201e+00	8.2500e-01	1.5430e+00
PLEKHG7	ENST00000344636	1.8917e-19	1.1200e+00	8.2400e-01	1.5430e+00
NRIP2	ENST00000337508	1.6264e-10	1.0072e+00	6.7300e-01	1.5440e+00
FN3KRP	ENST00000269373	4.5570e-09	9.7711e-01	6.3500e-01	1.5440e+00
ZNF596	ENST00000398612	1.8321e-13	1.0549e+00	7.3500e-01	1.5440e+00
AC016251.1	ENST00000378936	6.3556e-02	5.2554e-01	2.1200e-01	1.5440e+00
RAB3D	ENST00000222120	1.3302e-05	8.6750e-01	5.0800e-01	1.5440e+00
TEX33	ENST00000405091	1.2009e-07	9.4009e-01	5.9000e-01	1.5440e+00
GLTPD2	ENST00000331264	5.9973e-05	8.3608e-01	4.7400e-01	1.5440e+00
OR6X1	ENST00000327930	1.1048e-03	7.5407e-01	3.9200e-01	1.5440e+00
EFCAB2	ENST00000366523	5.9198e-07	9.1907e-01	5.6600e-01	1.5440e+00
TPD52L3	ENST00000344545	1.9798e-01	3.6430e-01	1.2600e-01	1.5450e+00
NKX2-4	ENST00000351817	4.4783e-03	6.9940e-01	3.4200e-01	1.5450e+00
NLRX1	ENST00000409109	7.7345e-31	1.1947e+00	9.3200e-01	1.5450e+00
C2CD4A	ENST00000355522	1.7468e-02	6.2707e-01	2.8300e-01	1.5450e+00
SLCO1B3	ENST00000381545	5.3210e-24	1.1564e+00	8.7500e-01	1.5450e+00
GSTM5	ENST00000256593	1.1942e-07	9.4066e-01	5.9100e-01	1.5450e+00
SERPINA11	ENST00000334708	8.5963e-10	9.9350e-01	6.5500e-01	1.5450e+00
IL17D	ENST00000304920	1.9796e-01	3.6434e-01	1.2700e-01	1.5450e+00
LGALS1	ENST00000215909	4.4880e-03	6.9891e-01	3.4200e-01	1.5450e+00
IL24	ENST00000391929	5.8826e-07	9.1976e-01	5.6600e-01	1.5450e+00
OBP2B	ENST00000372034	1.3223e-05	8.6831e-01	5.0800e-01	1.5450e+00
SLC10A6	ENST00000273905	4.5131e-09	9.7794e-01	6.3500e-01	1.5460e+00
GNAT1	ENST00000232461	9.8532e-13	1.0460e+00	7.2200e-01	1.5460e+00
S100A7	ENST00000368723	4.5274e-01	0.0000e+00	0.0000e+00	1.5460e+00
PDRG1	ENST00000202017	2.5916e-04	8.0067e-01	4.3700e-01	1.5470e+00
CALML4	ENST00000467889	5.9205e-05	8.3806e-01	4.7500e-01	1.5470e+00
TES	ENST00000358204	1.0234e-15	1.0853e+00	7.7400e-01	1.5470e+00
SAT2	ENST00000269298	2.7832e-06	8.9782e-01	5.4000e-01	1.5480e+00
C14orf159	ENST00000518868	1.6561e-22	1.1481e+00	8.6200e-01	1.5480e+00
IFIH1	ENST00000263642	6.9819e-44	1.2467e+00	1.0100e+00	1.5480e+00
MTHFS	ENST00000258874	2.5842e-04	8.0117e-01	4.3700e-01	1.5480e+00
MOGAT1	ENST00000446656	1.5660e-10	1.0101e+00	6.7500e-01	1.5480e+00
AC005003.1	ENST00000504184	4.5208e-01	0.0000e+00	0.0000e+00	1.5480e+00
FIS1	ENST00000223136	1.3020e-05	8.7041e-01	5.0900e-01	1.5480e+00
BAALC	ENST00000309982	4.4356e-03	7.0159e-01	3.4300e-01	1.5490e+00
TPRX2P	ENST00000535362	6.3016e-02	5.2813e-01	2.1300e-01	1.5490e+00
ABCG2	ENST00000237612	2.0957e-32	1.2054e+00	9.4600e-01	1.5490e+00
OR52E6	ENST00000329322	1.9683e-01	3.6638e-01	1.2700e-01	1.5490e+00
ARSF	ENST00000381127	3.1126e-14	1.0687e+00	7.5100e-01	1.5490e+00
ISOC2	ENST00000085068	1.2970e-05	8.7094e-01	5.1000e-01	1.5490e+00
MEF2BNB	ENST00000462790	2.5761e-04	8.0172e-01	4.3700e-01	1.5490e+00
UCP2	ENST00000310473	1.5497e-10	1.0110e+00	6.7500e-01	1.5490e+00
THTPA	ENST00000288014	2.7667e-06	8.9855e-01	5.4000e-01	1.5490e+00
IRAK3	ENST00000261233	5.3092e-21	1.1374e+00	8.4600e-01	1.5490e+00
RASSF4	ENST00000340258	1.7281e-13	1.0587e+00	7.3700e-01	1.5490e+00
GTPBP6	ENST00000326153	1.1591e-07	9.4365e-01	5.9300e-01	1.5490e+00
CASP5	ENST00000393141	1.7520e-16	1.0959e+00	7.8700e-01	1.5500e+00
BET1L	ENST00000382762	4.4178e-03	7.0251e-01	3.4400e-01	1.5500e+00
ATP5L	ENST00000300688	4.4259e-03	7.0209e-01	3.4400e-01	1.5500e+00
C20orf62	ENST00000372910	4.5157e-01	0.0000e+00	0.0000e+00	1.5500e+00
DNAJC5G	ENST00000296097	5.8532e-05	8.3982e-01	4.7600e-01	1.5500e+00
TMEM141	ENST00000290079	1.0816e-03	7.5831e-01	3.9400e-01	1.5510e+00
C18orf21	ENST00000592875	5.6865e-07	9.2349e-01	5.6800e-01	1.5510e+00
ZNF470	ENST00000330619	1.6760e-19	1.1262e+00	8.2900e-01	1.5510e+00
ROPN1L	ENST00000503804	2.7455e-06	8.9949e-01	5.4100e-01	1.5510e+00
TMEM95	ENST00000330767	2.2408e-08	9.6449e-01	6.1700e-01	1.5510e+00
SNX20	ENST00000330943	1.2791e-05	8.7283e-01	5.1100e-01	1.5520e+00
C12orf54	ENST00000314014	1.1347e-07	9.4580e-01	5.9400e-01	1.5520e+00
NRIP3	ENST00000309166	2.2190e-08	9.6540e-01	6.1700e-01	1.5530e+00
C14orf180	ENST00000557649	4.3821e-03	7.0438e-01	3.4500e-01	1.5530e+00
BHLHE23	ENST00000370346	1.9596e-01	3.6794e-01	1.2800e-01	1.5530e+00
C1orf158	ENST00000288048	2.5309e-04	8.0482e-01	4.3900e-01	1.5530e+00
CAMP	ENST00000296435	4.3897e-03	7.0398e-01	3.4500e-01	1.5530e+00
PLP2	ENST00000376327	4.3931e-03	7.0380e-01	3.4400e-01	1.5530e+00
OASL	ENST00000257570	2.7573e-11	1.0271e+00	6.9400e-01	1.5530e+00
HOXC5	ENST00000312492	5.7754e-05	8.4188e-01	4.7700e-01	1.5530e+00
FITM2	ENST00000396825	2.7203e-06	9.0061e-01	5.4100e-01	1.5530e+00
LRIT2	ENST00000372113	4.2214e-09	9.8376e-01	6.3900e-01	1.5540e+00
RAB25	ENST00000361084	1.1227e-07	9.4687e-01	5.9500e-01	1.5540e+00
TIMM13	ENST00000215570	6.2511e-02	5.3060e-01	2.1400e-01	1.5540e+00
SPATA3	ENST00000452881	1.0708e-03	7.6033e-01	3.9500e-01	1.5540e+00
OR1K1	ENST00000277309	1.0697e-03	7.6053e-01	3.9500e-01	1.5540e+00
GOLGA8G	ENST00000525590	1.9562e-01	3.6857e-01	1.2800e-01	1.5540e+00
PPP1R14B	ENST00000309318	4.3794e-03	7.0452e-01	3.4500e-01	1.5540e+00
NINJ2	ENST00000305108	1.0696e-03	7.6054e-01	3.9500e-01	1.5540e+00
TEKT4	ENST00000295201	5.2301e-15	1.0820e+00	7.6600e-01	1.5550e+00
APOL4	ENST00000352371	1.0662e-03	7.6118e-01	3.9600e-01	1.5550e+00
ZNF267	ENST00000300870	1.7108e-02	6.3255e-01	2.8600e-01	1.5550e+00
C1orf95	ENST00000366788	4.3627e-03	7.0540e-01	3.4500e-01	1.5550e+00
MIXL1	ENST00000366810	1.7075e-02	6.3307e-01	2.8600e-01	1.5550e+00
CIB4	ENST00000288861	1.1150e-07	9.4757e-01	5.9500e-01	1.5550e+00
CXCR6	ENST00000458629	5.7212e-05	8.4334e-01	4.7800e-01	1.5550e+00
TMEM52B	ENST00000298530	1.0679e-03	7.6086e-01	3.9600e-01	1.5550e+00
AL589765.1	ENST00000442233	6.2308e-02	5.3160e-01	2.1500e-01	1.5550e+00
WFDC13	ENST00000305479	1.7094e-02	6.3278e-01	2.8600e-01	1.5550e+00
KLF16	ENST00000250916	1.9517e-01	3.6940e-01	1.2800e-01	1.5560e+00
UCN	ENST00000296099	4.4958e-01	0.0000e+00	0.0000e+00	1.5560e+00
HRASLS	ENST00000264735	2.5029e-04	8.0678e-01	4.4000e-01	1.5560e+00
TXNL4B	ENST00000268483	4.3549e-03	7.0581e-01	3.4500e-01	1.5560e+00
RMDN2	ENST00000234195	4.4061e-24	1.1648e+00	8.8200e-01	1.5560e+00
PLN	ENST00000357525	4.4947e-01	0.0000e+00	0.0000e+00	1.5570e+00
LGSN	ENST00000370657	1.5940e-13	1.0640e+00	7.4100e-01	1.5570e+00
ZNF277	ENST00000361822	8.3182e-22	1.1487e+00	8.5800e-01	1.5570e+00
BCAS4	ENST00000358791	5.6789e-05	8.4449e-01	4.7900e-01	1.5570e+00
TNFRSF10A	ENST00000221132	5.0697e-15	1.0839e+00	7.6800e-01	1.5570e+00
GPR132	ENST00000329797	1.6959e-02	6.3488e-01	2.8700e-01	1.5580e+00
CCDC160	ENST00000517294	1.6983e-02	6.3449e-01	2.8600e-01	1.5580e+00
OR8G5	ENST00000524943	1.6988e-02	6.3443e-01	2.8600e-01	1.5580e+00
TMEM25	ENST00000313236	2.6304e-11	1.0306e+00	6.9700e-01	1.5580e+00
MFNG	ENST00000356998	7.6611e-10	1.0030e+00	6.6100e-01	1.5590e+00
XKR9	ENST00000408926	4.0628e-09	9.8711e-01	6.4100e-01	1.5590e+00
RP11-934B9.3	ENST00000555591	2.4785e-04	8.0850e-01	4.4100e-01	1.5590e+00
ARHGAP11B	ENST00000428041	2.6229e-06	9.0508e-01	5.4400e-01	1.5590e+00
C14orf183	ENST00000305273	5.4107e-07	9.2900e-01	5.7200e-01	1.5590e+00
EMP3	ENST00000270221	2.6151e-06	9.0545e-01	5.4400e-01	1.5600e+00
C19orf81	ENST00000425202	1.2330e-05	8.7786e-01	5.1400e-01	1.5600e+00
PPP1R17	ENST00000342032	1.0488e-03	7.6450e-01	3.9700e-01	1.5600e+00
OR10G8	ENST00000431524	1.6898e-02	6.3585e-01	2.8700e-01	1.5600e+00
UBB	ENST00000302182	1.6904e-02	6.3574e-01	2.8700e-01	1.5600e+00
TOMM6	ENST00000398884	1.9403e-01	3.7151e-01	1.2900e-01	1.5610e+00
RPL22L1	ENST00000295830	1.0477e-03	7.6472e-01	3.9800e-01	1.5610e+00
TRMU	ENST00000290846	1.5307e-16	1.1037e+00	7.9300e-01	1.5610e+00
GNGT2	ENST00000511277	1.9392e-01	3.7173e-01	1.2900e-01	1.5610e+00
RNF148	ENST00000434824	2.5966e-06	9.0632e-01	5.4500e-01	1.5610e+00
GJA9	ENST00000357771	4.6528e-12	1.0452e+00	7.1400e-01	1.5610e+00
SIGLEC11	ENST00000447370	7.8092e-22	1.1518e+00	8.6100e-01	1.5610e+00
KRT82	ENST00000257974	4.6454e-18	1.1205e+00	8.1500e-01	1.5620e+00
GPX6	ENST00000361902	2.5820e-06	9.0701e-01	5.4500e-01	1.5620e+00
ADH5	ENST00000296412	2.5356e-11	1.0334e+00	6.9800e-01	1.5620e+00
FAM194A	ENST00000295910	1.8230e-29	1.2008e+00	9.3200e-01	1.5620e+00
SLFN11	ENST00000394566	8.2249e-19	1.1272e+00	8.2500e-01	1.5620e+00
OR11H6	ENST00000315519	1.0427e-03	7.6568e-01	3.9800e-01	1.5620e+00
AGAP6	ENST00000412531	2.5867e-06	9.0679e-01	5.4500e-01	1.5620e+00
TPGS1	ENST00000359315	6.1557e-02	5.3536e-01	2.1600e-01	1.5620e+00
MSRB2	ENST00000376510	5.5352e-05	8.4846e-01	4.8100e-01	1.5630e+00
TSGA13	ENST00000456951	7.3935e-10	1.0059e+00	6.6300e-01	1.5630e+00
TAS1R3	ENST00000339381	6.7868e-25	1.1752e+00	8.9300e-01	1.5630e+00
MRPS21	ENST00000369084	6.1313e-02	5.3660e-01	2.1600e-01	1.5640e+00
NME4	ENST00000219479	1.0351e-03	7.6718e-01	3.9900e-01	1.5650e+00
MZT2B	ENST00000281871	6.1273e-02	5.3680e-01	2.1700e-01	1.5650e+00
TUBA3D	ENST00000321253	7.2364e-10	1.0077e+00	6.6400e-01	1.5650e+00
TRIM58	ENST00000366481	1.3450e-10	1.0220e+00	6.8300e-01	1.5650e+00
LRIT1	ENST00000372105	4.5907e-15	1.0901e+00	7.7200e-01	1.5660e+00
TCTEX1D1	ENST00000282670	5.4692e-05	8.5033e-01	4.8200e-01	1.5660e+00
AC073343.1	ENST00000544825	3.8385e-09	9.9212e-01	6.4500e-01	1.5660e+00
TMCO2	ENST00000372766	5.4723e-05	8.5024e-01	4.8200e-01	1.5660e+00
NRSN2	ENST00000382291	4.2391e-03	7.1207e-01	3.4800e-01	1.5660e+00
KLK14	ENST00000391802	1.9965e-08	9.7535e-01	6.2400e-01	1.5670e+00
SWSAP1	ENST00000312423	4.2206e-03	7.1309e-01	3.4900e-01	1.5670e+00
ZSCAN32	ENST00000304926	2.4299e-11	1.0366e+00	7.0100e-01	1.5670e+00
ST8SIA6	ENST00000377602	7.1568e-10	1.0086e+00	6.6500e-01	1.5670e+00
ZNF799	ENST00000430385	1.6646e-02	6.3986e-01	2.8900e-01	1.5670e+00
FAM127B	ENST00000370775	4.4642e-01	0.0000e+00	0.0000e+00	1.5670e+00
STOML1	ENST00000316900	2.4189e-11	1.0369e+00	7.0100e-01	1.5670e+00
TMEM239	ENST00000380585	1.0286e-03	7.6846e-01	3.9900e-01	1.5670e+00
VNN2	ENST00000326499	4.4480e-15	1.0921e+00	7.7300e-01	1.5680e+00
IRF7	ENST00000397566	4.4508e-15	1.0920e+00	7.7300e-01	1.5680e+00
CD300LD	ENST00000375352	1.1813e-05	8.8376e-01	5.1700e-01	1.5680e+00
GYG2	ENST00000381163	7.0587e-10	1.0098e+00	6.6600e-01	1.5680e+00
KCNJ14	ENST00000391884	2.4991e-06	9.1104e-01	5.4800e-01	1.5680e+00
HLA-DPA1	ENST00000419277	2.5000e-06	9.1100e-01	5.4800e-01	1.5680e+00
ADAM18	ENST00000265707	6.8847e-35	1.2306e+00	9.7300e-01	1.5690e+00
EPGN	ENST00000413830	2.3928e-04	8.1474e-01	4.4400e-01	1.5690e+00
AQP2	ENST00000199280	2.4855e-06	9.1172e-01	5.4800e-01	1.5690e+00
GRXCR2	ENST00000377976	1.0145e-07	9.5721e-01	6.0100e-01	1.5690e+00
PBLD	ENST00000358769	2.3448e-11	1.0393e+00	7.0200e-01	1.5700e+00
NPPC	ENST00000409852	6.0647e-02	5.4003e-01	2.1800e-01	1.5700e+00
SMIM13	ENST00000416247	1.9183e-01	3.7568e-01	1.3000e-01	1.5700e+00
PLA2G5	ENST00000375108	5.3834e-05	8.5281e-01	4.8300e-01	1.5700e+00
POMK	ENST00000331373	1.9487e-08	9.7765e-01	6.2500e-01	1.5700e+00
ADAT2	ENST00000237283	1.0070e-07	9.5797e-01	6.0200e-01	1.5700e+00
ACTL7B	ENST00000374667	2.4547e-06	9.1327e-01	5.4900e-01	1.5710e+00
NKX6-3	ENST00000524115	1.6469e-02	6.4275e-01	2.9000e-01	1.5710e+00
CLEC4D	ENST00000299665	2.4548e-06	9.1326e-01	5.4900e-01	1.5710e+00
GOLGA8Q	ENST00000562783	1.0139e-03	7.7139e-01	4.0100e-01	1.5710e+00
BBIP1	ENST00000454061	4.1740e-03	7.1570e-01	3.5000e-01	1.5710e+00
CD300C	ENST00000330793	1.1640e-05	8.8582e-01	5.1800e-01	1.5710e+00
EREG	ENST00000244869	1.1659e-05	8.8559e-01	5.1800e-01	1.5710e+00
CYB5R2	ENST00000533558	6.8195e-10	1.0127e+00	6.6700e-01	1.5720e+00
C17orf58	ENST00000449250	1.9122e-01	3.7687e-01	1.3100e-01	1.5720e+00
PROKR2	ENST00000546004	2.4388e-06	9.1407e-01	5.4900e-01	1.5720e+00
FTSJ2	ENST00000242257	2.3612e-04	8.1711e-01	4.4500e-01	1.5720e+00
CYP11B2	ENST00000323110	7.1321e-19	1.1349e+00	8.3100e-01	1.5720e+00
HENMT1	ENST00000370032	6.8224e-10	1.0126e+00	6.6700e-01	1.5720e+00
PCDHA4	ENST00000530339	1.9754e-23	1.1712e+00	8.8300e-01	1.5720e+00
N6AMT2	ENST00000382758	2.4358e-06	9.1423e-01	5.4900e-01	1.5730e+00
OR5AP2	ENST00000302981	4.1572e-03	7.1664e-01	3.5100e-01	1.5730e+00
TEX9	ENST00000352903	6.4247e-22	1.1613e+00	8.6800e-01	1.5730e+00
RAMP3	ENST00000242249	1.6373e-02	6.4434e-01	2.9100e-01	1.5740e+00
C10orf35	ENST00000373279	1.6385e-02	6.4415e-01	2.9100e-01	1.5740e+00
HIGD2A	ENST00000274787	1.9087e-01	3.7755e-01	1.3100e-01	1.5740e+00
OR2A25	ENST00000408898	1.0007e-03	7.7407e-01	4.0200e-01	1.5750e+00
OR52A1	ENST00000380367	4.1328e-03	7.1803e-01	3.5100e-01	1.5750e+00
FDFT1	ENST00000220584	4.0998e-15	1.0972e+00	7.7700e-01	1.5750e+00
C5orf60	ENST00000448248	4.8900e-07	9.4033e-01	5.7900e-01	1.5750e+00
FAM180A	ENST00000338588	1.0025e-03	7.7370e-01	4.0200e-01	1.5750e+00
UBL5	ENST00000358666	1.6321e-02	6.4522e-01	2.9100e-01	1.5750e+00
CD164L2	ENST00000374027	1.1451e-05	8.8809e-01	5.1900e-01	1.5750e+00
TAF8	ENST00000372977	7.3155e-13	1.0665e+00	7.3600e-01	1.5750e+00
B9D2	ENST00000243578	5.2557e-05	8.5657e-01	4.8500e-01	1.5750e+00
RASSF7	ENST00000397583	2.2520e-11	1.0424e+00	7.0400e-01	1.5750e+00
HSPB7	ENST00000311890	1.6292e-02	6.4569e-01	2.9100e-01	1.5760e+00
RP1-139D8.6	ENST00000372963	6.0033e-02	5.4326e-01	2.1900e-01	1.5760e+00
TMEM215	ENST00000342743	4.1235e-03	7.1856e-01	3.5100e-01	1.5760e+00
CASQ1	ENST00000368078	3.8570e-18	1.1309e+00	8.2300e-01	1.5760e+00
ASIP	ENST00000568305	1.6298e-02	6.4560e-01	2.9100e-01	1.5760e+00
CEACAM19	ENST00000403660	6.6095e-10	1.0153e+00	6.6900e-01	1.5760e+00
